Date,SP500,VIX,SP500_return_d,VIX_change_d
2015-01-05,2020.5799560546875,19.920000076293945,-0.01844721353258727,0.11308770284569483
2015-01-06,2002.6099853515625,21.1200008392334,-0.00893325469070017,0.05849624258802025
2015-01-07,2025.9000244140625,19.309999465942383,0.011562735844876304,-0.08959742979111619
2015-01-08,2062.139892578125,17.010000228881836,0.01773016812715569,-0.126821648919881
2015-01-09,2044.81005859375,17.549999237060547,-0.008439322147078786,0.031252486576047685
2015-01-12,2028.260009765625,19.600000381469727,-0.008126616843470486,0.1104756792596721
2015-01-13,2023.030029296875,20.559999465942383,-0.0025818854358163217,0.047817828912186486
2015-01-14,2011.27001953125,21.479999542236328,-0.00583002896797565,0.04377483371810692
2015-01-15,1992.6700439453125,22.389999389648438,-0.009290903004567546,0.04149215502115005
2015-01-16,2019.4200439453125,20.950000762939453,0.013334893186267299,-0.06647572056535206
2015-01-20,2022.550048828125,19.889999389648438,0.001548752433400387,-0.051921620605776465
2015-01-21,2032.1199951171875,18.850000381469727,0.004720465022189361,-0.053704128048387
2015-01-22,2063.14990234375,16.399999618530273,0.015154313070630327,-0.13923162256133706
2015-01-23,2051.820068359375,16.65999984741211,-0.005506656279301935,0.01572931600995626
2015-01-26,2057.090087890625,15.520000457763672,0.0025651679986232745,-0.07088108332960535
2015-01-27,2029.550048828125,17.219999313354492,-0.013478287815857576,0.10394191487454535
2015-01-28,2002.1600341796875,20.440000534057617,-0.01358750281102202,0.17142233233886708
2015-01-29,2021.25,18.760000228881836,0.00948951705826357,-0.08576683568496396
2015-01-30,1994.989990234375,20.969999313354492,-0.013077099006318498,0.11136585639104273
2015-02-02,2020.8499755859375,19.43000030517578,0.012879170000215516,-0.07627453307387483
2015-02-03,2050.030029296875,17.329999923706055,0.014336238577453099,-0.11437917977067641
2015-02-04,2041.510009765625,18.329999923706055,-0.0041647065724529616,0.05609995836427453
2015-02-05,2062.52001953125,16.850000381469727,0.010238810710909235,-0.08418837825184554
2015-02-06,2055.469970703125,17.290000915527344,-0.00342402761187852,0.025777673208937757
2015-02-09,2046.739990234375,18.549999237060547,-0.004256239310481708,0.07034139527817063
2015-02-10,2068.590087890625,17.229999542236328,0.010618979554062366,-0.07381772395262162
2015-02-11,2068.530029296875,16.959999084472656,-2.9034010158247172e-05,-0.015794447589819655
2015-02-12,2088.47998046875,15.34000015258789,0.009598295065916026,-0.10039377049602104
2015-02-13,2096.989990234375,14.6899995803833,0.004066459227779422,-0.043296844265169485
2015-02-17,2100.340087890625,15.800000190734863,0.0015962996977983961,0.07284299048374784
2015-02-18,2099.679931640625,15.449999809265137,-0.00031435862322874816,-0.02240096110629207
2015-02-19,2097.449951171875,15.289999961853027,-0.0010626217157189283,-0.010409973552381732
2015-02-20,2110.300048828125,14.300000190734863,0.006107842721055837,-0.06693946684211022
2015-02-23,2109.659912109375,14.5600004196167,-0.000303385211985694,0.018018520984404013
2015-02-24,2115.47998046875,13.6899995803833,0.002754972468831103,-0.06161246293934012
2015-02-25,2113.860107421875,13.84000015258789,-0.0007660169636026022,0.010897352565632288
2015-02-26,2110.739990234375,13.90999984741211,-0.00147711863025381,0.0050450337510371925
2015-02-27,2104.5,13.34000015258789,-0.0029606830486323707,-0.041840943039847
2015-03-02,2117.389892578125,13.039999961853027,0.0061062381811330165,-0.022745498352724706
2015-03-03,2107.780029296875,13.859999656677246,-0.004548872603817568,0.06098541541786991
2015-03-04,2098.530029296875,14.229999542236328,-0.004398161230154572,0.02634541094184929
2015-03-05,2101.0400390625,14.039999961853027,0.001195365251036089,-0.013441984052200456
2015-03-06,2071.260009765625,15.199999809265137,-0.014275356362467066,0.0793850194232402
2015-03-09,2079.429931640625,15.0600004196167,0.003936662357975969,-0.009253165069142574
2015-03-10,2044.1600341796875,16.690000534057617,-0.017106820937141425,0.10276751943766035
2015-03-11,2040.239990234375,16.8700008392334,-0.001919520676484767,0.01072717663256296
2015-03-12,2065.949951171875,15.420000076293945,0.012522702206037066,-0.089871573222055
2015-03-13,2053.39990234375,16.0,-0.006093237090196838,0.036923349156871114
2015-03-16,2081.18994140625,15.609999656677246,0.013442909023855906,-0.024677009706211055
2015-03-17,2074.280029296875,15.65999984741211,-0.0033256977077820026,0.0031979682852878465
2015-03-18,2099.5,13.970000267028809,0.012085101501628708,-0.11419748843554198
2015-03-19,2089.27001953125,14.069999694824219,-0.004884489126950175,0.007132657053160405
2015-03-20,2108.10009765625,13.020000457763672,0.008972382193259682,-0.07755817749755382
2015-03-23,2104.419921875,13.40999984741211,-0.0017472566067133015,0.02951401397599996
2015-03-24,2091.5,13.619999885559082,-0.006158345701590925,0.015538606404026779
2015-03-25,2061.050048828125,15.4399995803833,-0.014665926527239062,0.12542222510043294
2015-03-26,2056.14990234375,15.800000190734863,-0.0023803307374738966,0.02304843468536551
2015-03-27,2061.02001953125,15.069999694824219,0.0023657607295033602,-0.04730395971689352
2015-03-30,2086.239990234375,14.510000228881836,0.012162382647149434,-0.03786790971768249
2015-03-31,2067.889892578125,15.289999961853027,-0.008834686217530795,0.052360934775902146
2015-04-01,2059.68994140625,15.109999656677246,-0.0039732542018475255,-0.011842263882984972
2015-04-02,2066.9599609375,14.670000076293945,0.0035234523037141535,-0.029552156207520802
2015-04-06,2080.6201171875,14.739999771118164,0.006587072647165644,0.004760273877682206
2015-04-07,2076.330078125,14.779999732971191,-0.002064032708587167,0.0027100262199033945
2015-04-08,2081.89990234375,13.979999542236328,0.0026789415573472003,-0.055647193391672574
2015-04-09,2091.179931640625,13.09000015258789,0.004447575873625805,-0.06577911248284371
2015-04-10,2102.06005859375,12.579999923706055,0.005189376899456221,-0.03974034637104448
2015-04-13,2092.429931640625,13.9399995803833,-0.004591806820961145,0.1026541300231562
2015-04-14,2095.840087890625,13.670000076293945,0.00162843225851382,-0.01955871891376825
2015-04-15,2106.6298828125,12.84000015258789,0.005134989044995592,-0.06263834617137358
2015-04-16,2104.989990234375,12.600000381469727,-0.0007787467579851993,-0.018868465912800163
2015-04-17,2081.179931640625,13.890000343322754,-0.01137570418905323,0.09747233725070595
2015-04-20,2100.39990234375,13.300000190734863,0.009192748586536723,-0.043405131914837844
2015-04-21,2097.2900390625,13.25,-0.001481702504767951,-0.003766497136443946
2015-04-22,2107.9599609375,12.710000038146973,0.005074582853386292,-0.041608464229533175
2015-04-23,2112.929931640625,12.479999542236328,0.0023549408425523675,-0.0182617619411985
2015-04-24,2117.68994140625,12.289999961853027,0.0022502668247534868,-0.015341405787459452
2015-04-27,2108.919921875,13.119999885559082,-0.004149913240734652,0.065351854319272
2015-04-28,2114.760009765625,12.40999984741211,0.0027654044373465075,-0.05563518787235546
2015-04-29,2106.85009765625,13.390000343322754,-0.003747348127573222,0.07600559842235986
2015-04-30,2085.510009765625,14.550000190734863,-0.010180553033248205,0.08308282138311034
2015-05-01,2108.2900390625,12.699999809265137,0.010863776563455257,-0.13598902828037443
2015-05-04,2114.489990234375,12.850000381469727,0.0029364331477630206,0.01174186258153601
2015-05-05,2089.4599609375,14.3100004196167,-0.0119080033585301,0.10761478186408995
2015-05-06,2080.14990234375,15.149999618530273,-0.004465681140931977,0.05704188388417954
2015-05-07,2088.0,15.130000114440918,0.003766710469475405,-0.0013209714117521246
2015-05-08,2116.10009765625,12.859999656677246,0.013368147987361164,-0.16255784325158099
2015-05-11,2105.330078125,13.850000381469727,-0.005102556456082039,0.07416356806376284
2015-05-12,2099.1201171875,13.859999656677246,-0.002953996439367266,0.0007217088147076654
2015-05-13,2098.47998046875,13.760000228881836,-0.0003050012906516677,-0.00724111985194358
2015-05-14,2121.10009765625,12.739999771118164,0.010721604261760033,-0.07701921696064191
2015-05-15,2122.72998046875,12.380000114440918,0.0007681188278664758,-0.028664355677943888
2015-05-18,2129.199951171875,12.729999542236328,0.003043312472570502,0.027879100109408386
2015-05-19,2127.830078125,12.850000381469727,-0.0006435815978420154,0.009382464417714065
2015-05-20,2125.85009765625,12.880000114440918,-0.0009309494507940488,0.0023318885337834856
2015-05-21,2130.820068359375,12.109999656677246,0.0023351459087448084,-0.06164420034672275
2015-05-22,2126.06005859375,12.130000114440918,-0.0022363851494835974,0.0016502031758452804
